organique_sudouest_15;sudouest_15_1;
organique_sudouest_19;sudouest_19_1;
organique_sudouest_23;sudouest_23_1;
mineral_sudouest_2;sudouest_2_1;
mineral_sudouest_6;sudouest_6_1;
mineral_sudouest_10;sudouest_10_1;
mineral_sudouest_4;sudouest_4_1;
mineral_sudouest_8;sudouest_8_1;
mineral_sudouest_12;sudouest_12_1;
organique_sudouest_1;sudouest_1_1;
organique_sudouest_5;sudouest_5_1;
organique_sudouest_9;sudouest_9_1;
organique_sudouest_3;sudouest_3_1;
organique_sudouest_7;sudouest_7_1;
organique_sudouest_11;sudouest_11_1;
mineral_sudouest_prairie;sudouest_prairie_1_1;sudouest_prairie_2_1;sudouest_prairie_3_1;sudouest_prairie_4_1;sudouest_prairie_5_1;sudouest_prairie_6_1;sudouest_prairie_7_1;sudouest_prairie_8_1;sudouest_prairie_9_1;sudouest_prairie_10_1;sudouest_prairie_11_1;sudouest_prairie_12_1;sudouest_prairie_13_1;sudouest_prairie_14_1;sudouest_prairie_15_1;sudouest_prairie_16_1;sudouest_prairie_17_1;sudouest_prairie_18_1;sudouest_prairie_19_1;sudouest_prairie_20_1;sudouest_prairie_21_1;sudouest_prairie_22_1;sudouest_prairie_23_1;sudouest_prairie_24_1;sudouest_prairie_25_1;sudouest_prairie_26_1;sudouest_prairie_27_1;sudouest_prairie_28_1;sudouest_prairie_29_1;sudouest_prairie_30_1;sudouest_prairie_31_1;sudouest_prairie_32_1;sudouest_prairie_33_1;sudouest_prairie_34_1;sudouest_prairie_35_1;sudouest_prairie_36_1;sudouest_prairie_37_1;sudouest_prairie_38_1;sudouest_prairie_39_1;sudouest_prairie_40_1;sudouest_prairie_41_1;sudouest_prairie_42_1;sudouest_prairie_43_1;sudouest_prairie_44_1;sudouest_prairie_45_1;sudouest_prairie_46_1;sudouest_prairie_47_1;sudouest_prairie_48_1;sudouest_prairie_49_1;sudouest_prairie_50_1;sudouest_prairie_51_1;
mineral_oceanique_prairie;oceanique_prairie_1_1;oceanique_prairie_2_1;oceanique_prairie_3_1;oceanique_prairie_4_1;oceanique_prairie_5_1;oceanique_prairie_6_1;oceanique_prairie_7_1;oceanique_prairie_8_1;oceanique_prairie_9_1;oceanique_prairie_10_1;oceanique_prairie_11_1;oceanique_prairie_12_1;oceanique_prairie_13_1;oceanique_prairie_14_1;oceanique_prairie_15_1;oceanique_prairie_16_1;oceanique_prairie_17_1;oceanique_prairie_18_1;oceanique_prairie_19_1;oceanique_prairie_20_1;oceanique_prairie_21_1;oceanique_prairie_22_1;oceanique_prairie_23_1;oceanique_prairie_24_1;oceanique_prairie_25_1;oceanique_prairie_26_1;oceanique_prairie_27_1;oceanique_prairie_28_1;oceanique_prairie_29_1;oceanique_prairie_30_1;oceanique_prairie_31_1;oceanique_prairie_32_1;oceanique_prairie_33_1;oceanique_prairie_34_1;oceanique_prairie_35_1;oceanique_prairie_36_1;oceanique_prairie_37_1;oceanique_prairie_38_1;oceanique_prairie_39_1;oceanique_prairie_40_1;oceanique_prairie_41_1;oceanique_prairie_42_1;oceanique_prairie_43_1;oceanique_prairie_44_1;oceanique_prairie_45_1;oceanique_prairie_46_1;oceanique_prairie_47_1;oceanique_prairie_48_1;oceanique_prairie_49_1;oceanique_prairie_50_1;oceanique_prairie_51_1;
mineral_beauce_prairie;beauce_prairie_1_1;beauce_prairie_2_1;beauce_prairie_3_1;beauce_prairie_4_1;beauce_prairie_5_1;beauce_prairie_6_1;beauce_prairie_7_1;beauce_prairie_8_1;beauce_prairie_9_1;beauce_prairie_10_1;beauce_prairie_11_1;beauce_prairie_12_1;beauce_prairie_13_1;beauce_prairie_14_1;beauce_prairie_15_1;beauce_prairie_16_1;beauce_prairie_17_1;beauce_prairie_18_1;beauce_prairie_19_1;beauce_prairie_20_1;beauce_prairie_21_1;beauce_prairie_22_1;beauce_prairie_23_1;beauce_prairie_24_1;beauce_prairie_25_1;beauce_prairie_26_1;beauce_prairie_27_1;beauce_prairie_28_1;beauce_prairie_29_1;beauce_prairie_30_1;beauce_prairie_31_1;beauce_prairie_32_1;beauce_prairie_33_1;beauce_prairie_34_1;beauce_prairie_35_1;beauce_prairie_36_1;beauce_prairie_37_1;beauce_prairie_38_1;beauce_prairie_39_1;beauce_prairie_40_1;beauce_prairie_41_1;beauce_prairie_42_1;beauce_prairie_43_1;beauce_prairie_44_1;beauce_prairie_45_1;beauce_prairie_46_1;beauce_prairie_47_1;beauce_prairie_48_1;beauce_prairie_49_1;beauce_prairie_50_1;beauce_prairie_51_1;
